system	code	label	synonyms
WD	Q1132120	trigeminal neuralgia	Fothergill disease; Fothergill's disease; Fothergill's neuralgia; TGN; TN; neuropathic disorder; suicide disease; tic douloureux; ticdolereax; trifacial neuralgia; trifocal neuralgia; trigeminal nerve neuralgia; trigeminal neuralgia; trigeminal neuralgia (disorder); trigeminal neuralgia NOS (disorder); trigeminal neuralgia [no drugs here] (disorder)
WD	Q16921213	Syndrome Without A Name	"SWAN; Syndrome Without A Name; technical for ""unknown disease"""
WD	Q117010838	rudimentary uterine horn pregnancy	medical condition; pregnancy in a rudimentary horn; rudimentary horn pregnancy; rudimentary uterine horn pregnancy
WD	Q9394939	hereditary hair loss	hereditary alopecia; hereditary hair loss
WD	Q24890844	Abdominal bruise	Abdominal bruise
WD	Q16257164	Inflammatory fibroid polyp	Inflammatory fibroid polyp; medical condition
WD	Q3136424	hirsutophilia	hirsutophilia; paraphilia involving sexual attraction to body hair
WD	Q4677944	Acute panmyelosis with myelofibrosis	APMF; Acute (Malignant) Myelofibrosis; Acute (Malignant) Myelosclerosis; Acute Panmyelosis; Acute myelodysplasia with myelofibrosis; Acute myelofibrosis; Acute myelosclerosis; Acute panmyelosis with myelofibrosis; acute myeloid leukemia characterized by bone marrow fibrosis without preexisting primary myelofibrosis
WD	Q4770166	anorectal anomalies	anorectal anomalies; anorectal malformation; human disease
WD	Q2350388	Shirodhara	Shirodhara; a form of Ayurvedic therapy
WD	Q16656783	cavernitis	cavernitis
WD	Q55783067	Martinez-Frias syndrome	MARTINEZ-FRIAS SYNDROME; Martinez-Frias syndrome; Pancreatic Hypoplasia, Intestinal Atresia, and Gallbladder Aplasia or Hypoplasia, With or Without Tracheoesophageal Fistula; human disease
WD	Q2834369	hibernating myocardium	hibernating myocardium; hibernation; state when some segments of the myocardium exhibit abnormalities of contractile function
WD	Q2290446	idiopathic pulmonary fibrosis	FIBROCYSTIC PULMONARY DYSPLASIA; IDIOPATHIC PULMONARY FIBROSIS, FAMILIAL; IPF; chronic, irreversible and ultimately fatal disease characterized by a progressive decline in lung function; cryptogenic fibrosing alveolitis; idiopathic pulmonary fibrosis
WD	Q5643617	Haltlose personality disorder	Haltlose personality disorder; proposed personality disorder
WD	Q5160451	congenital stenosis of vena cava	congenital stenosis of vena cava; medical condition
WD	Q607553	stone massage	form of massage therapy; hot stone massage; stone massage
WD	Q1641060	hyperoxaluria	hyperoxaluria; medical condition
WD	Q42417296	infection associated with diseases	Infections associated with diseases; infection associated with diseases
WD	Q842424	urinalysis	array of tests performed on urine; routine and microscopy; urinalysis
WD	Q55782697	van den Bosch syndrome	Mental deficiency, choroideremia, acrokeratosis verruciformis,anhidrosis, skeletal deformity; VAN DEN BOSCH SYNDROME; rare genetic disease; van den Bosch syndrome
WD	Q1780132	discoid meniscus	discoid meniscus; human anatomic variant affecting the lateral meniscus of the knee
WD	Q372552	rhinolith	calculus present in the nasal cavity; rhinolith
WD	Q7201798	plasmacytosis	plasmacytosis; symptom
WD	Q1676835	aquagenic urticaria	aquagenic urticaria; medical condition; water allergy; water urticaria
WD	Q5382849	epidermolysis bullosa simplex with muscular dystrophy	EBS-MD; EBSMD; EPIDERMOLYSIS BULLOSA SIMPLEX WITH MUSCULAR DYSTROPHY; Epidermolysa bullosa simplex and limb girdle muscular dystrophy; Epidermolysa bullosa simplex with muscular dystrophy; Epidermolysis bullosa simplex - limb girdle muscular dystrophy; MDEBS; Md-Ebs; autosomal recessive disease characterized early childhood onset of progressive muscular dystrophy and blistering skin changes and that has material basis in homozygous or compound heterozygous mutation in the PLEC gene on chromosome 8q24; epidermolysis bullosa simplex and limb-girdle muscular dystrophy; epidermolysis bullosa simplex with muscular dystrophy; limb-girdle muscular dystrophy with epidermolysis bullosa simplex
WD	Q1144367	ganglion cyst	Ganglion Cyst; fluid-filled bump associated with a joint or tendon sheath; ganglion cyst; ganglion cysts
WD	Q2559038	metastrongylosis	medical condition; metastrongylosis
WD	Q102187033	clonic seizure	clonic seizure; symptom
WD	Q7252852	Proximal diabetic neuropathy	Proximal diabetic neuropathy; diabetic amyotrophy; medical condition
WD	Q5639473	Hair-grooming syncope	Hair-grooming syncope; Type of fainting disorder
WD	Q17148671	Language-based learning disability	LBLD; Language-based learning disability; type of learning disability
WD	Q7923350	Vesselplasty	Vesselplasty
WD	Q1338862	cribbing	crib biting; cribbing; stable vice in horses
WD	Q29016141	Nyssen-van Bogaert syndrome	Nyssen-van Bogaert syndrome; Nyssen-van Bogaert-Meyer syndrome
WD	Q2553217	gnathitis	gnathitis; jaw inflammation
WD	Q674754	Jugular foramen syndrome	Jugular foramen syndrome; Vernet's syndrome; medical condition
WD	Q123285714	Syndrome of inappropriate secretion of TSH	SITSH; Syndrome of inappropriate secretion of TSH
WD	Q1136347	cauterization	burning of part of a body to remove or close off a part of it; cauterization; cautery
WD	Q126691	gestational diabetes	Diabetes in Pregnancy; Diabetes mellitus in the pueperium - baby delivered during previous episode of care (disorder); Diabetes mellitus, postpartum; Diabetes, Gestational; GDM; Gestational diabetes mellitus; Maternal gestational diabetes mellitus; condition in which a woman without diabetes develops high blood sugar levels during pregnancy; gestational diabetes; gestational diabetes complicating pregnancy, childbirth, or the puerperium
WD	Q7187705	photoacoustic imaging	PAI; biomedical imaging technique using lasers to generate sound waves; photoacoustic imaging
WD	Q5441238	feeding disorder	eating and feeding disorders in babies and infants; feeding disorder
WD	Q797668	Babesiosis	Babesiasis; Babesiosis; Babesiosis humana; babesiosis; fiebre de Texas; fiebre del ganado de Texas; fiebre española; fiebre esplénica; infección por babesia; infección por parásitos de Babesia; malaria-like parasitic disease caused by infection with Babesia and nalga, a genus of Apicomplexa; piroplasmosis
WD	Q11216948	lumbar hernia	lumbar hernia
WD	Q3143942	hylophobia	hylophobia
WD	Q54396715	religious trauma syndrome	RTS; Religious trauma syndrome; religious trauma syndrome; set of symptoms experienced by those who participate in or have left certain religious groups and belief systems
WD	Q18207853	Horror fusionis	Horror fusionis; medical condition
WD	Q89498598	1977 influenza pandemic	"1977 influenza pandemic; H1N1 ""Russian"" influenza pandemic beginning in 1977; Russian flu"
WD	Q1528100	Sweat test	Sweat Chloride Test; Sweat Chloride Testing; Sweat Chloride Testings; Sweat test; medical test to measure the concentration of chlorine in sweat
WD	Q6725366	macrognathia	macrognathia; medical condition
WD	Q1123139	ketosis	Ketosis; energy production using stored body fats as fuel when carbohydrates are not available; ketosis
WD	Q25111084	quantitative phase imaging	contrast imaging based on phase shift changes of light waves; quantitative phase imaging
WD	Q7631124	subepithelial connective tissue graft	subepithelial connective tissue graft; surgical procedure in dentistry
WD	Q3758794	gastralgia	gastralgia
WD	Q2231979	manual head stabilization	manual head stabilization
WD	Q3874229	malignant nephroangiosclerosis	malignant nephroangiosclerosis
WD	Q487231	anastomotic leak	anastomotic leak; breakdown of the connection and subsequent leakage of effluent (fluids, secretions, air) from a surgical anastomosis of the digestive, respiratory, genitourinary, and cardiovascular systems
WD	Q5808437	dysglossia	dysglossia
WD	Q15874451	wrist osteoarthritis	medical condition; wrist osteoarthritis
WD	Q769220	paresthesia	dermal sensation; paraesthesia; paresthesia
WD	Q1462780	Paris syndrome	Paris syndrome; tourist experience of being overwhelmed by visiting Paris
WD	Q1087749	chromosome instability syndrome	chromosome instability syndrome; hereditary disorder
WD	Q28439901	OHVIRA	Double uterus and obstructed hemivagina syndrome; Herlyn-Werner syndrome; Herlyn-Werner-Wunderlich syndrome; OHVIRA; OHVIRA syndrome; Obstructed hemivagina and ipsilateral renal anomaly; UTERUS BICORNIS BICOLLIS WITH PARTIAL VAGINAL SEPTUM AND UNILATERAL HEMATOCOLPOS WITH IPSILATERAL RENAL AGENESIS; Wunderlich syndrome; medical condition
WD	Q514823	Cushing reflex	Cushing effect; Cushing phenomenon; Cushing reaction; Cushing reflex; Cushing response; Cushing's Law; physiological nervous system response to increased intracranial pressure; vasopressor response
WD	Q3961624	Tubulointerstitial nephritis and uveitis	Kidney related medical condition.; Tubulointerstitial nephritis and uveitis
WD	Q136405067	severe self-neglect	Gross Neglect; Homer Syndrome; Self-Care Deficit; Senile Squalor; severe self-neglect; severe self-neglect is a term used in medicine and social work to describe a condition where an individual, usually an adult, lives in a state of extreme deterioration due to a persistent and voluntary failure to attend to their own basic needs.
WD	Q6708277	lymphoid leukemia	LEUKEMIA, LYMPHOCYTIC, MALIGNANT; Leukemia, Lymphoid; Lymphogenous Leukemia; Lymphoid Leukemia; lymphocytic leukemia; lymphoid leukemia; malignant lymphocytic neoplasm of B-cell or T-cell lineage involving primarily the bone marrow and the peripheral blood; obsolete lymphoid leukemia; subacute lymphoid leukemia
WD	Q7431830	Schmitt Gillenwater Kelly syndrome	RADIAL HYPOPLASIA, TRIPHALANGEAL THUMBS, HYPOSPADIAS, AND MAXILLARY DIASTEMA; Schmitt Gillenwater Kelly syndrome; Schmitt-Gillenwater-Kelly syndrome; medical condition
WD	Q468414	angiography	angiogram; angiography; medical imaging technique
WD	Q3508794	Tricho–rhino–phalangeal syndrome	Tricho–rhino–phalangeal syndrome; human disease
WD	Q9338092	adjusted neck circumference score	adjusted neck circumference score
WD	Q124434102	Moe sleeves	Moe sleeves
WD	Q379038	adult polyglucosan body disease	APBD; APBN; Adult polyglucosan body disease; Adult polyglucosan body disease (APBD) is a glycogen storage disease of adults characterized by progressive upper and lower motor neuron dysfunction, progressive neurogenic bladder and cognitive difficulties that can lead to dementia; POLYGLUCOSAN BODY NEUROPATHY, ADULT FORM; Polyglucosan Body Disease, Adult Form; Polyglucosan body disease, adult; adult polyglucosan body disease
WD	Q5160413	congenital secretory chloride diarrhea 1	congenital chloride diarrhea finnish type; congenital chloridorrhea; congenital secretory chloride diarrhea 1; secretory diarrhea that has material basis in mutation in the SLC26A3 gene
WD	Q6749963	neuraxial anesthesia	neuraxial anesthesia; neuraxial blockade; type of local anaesthesia
WD	Q4205871	competitive yoga	competitive yoga; performance of asanas in sporting competitions; yoga sport
WD	Q25091292	Breast hematoma	Breast hematoma; medical condition
WD	Q3508586	choleriform syndrome	choleriform syndrome
WD	Q18553218	pulmonary aspergilloma	aspergillosis that presents as a clump of tangled mass of Aspergillus fungus fibres, blood clots, and white blood cells, which exists in the cavities of the lungs that develop in an area of previous lung disease or lung scarring; lung aspergillosis; pulmonary aspergilloma
WD	Q7669314	TAN syndrome	TAN syndrome; Tegumental angiomyxoma-neurothekeoma; medical condition
WD	Q928767	multiple familial trichoepithelioma	Brooke-Fordyce Trichoepitheliomas; Epithelioma Adenoides Cysticum of Brooke; Epithelioma, Hereditary Multiple Benign Cystic; Mft1; TRICHOEPITHELIOMA, MULTIPLE FAMILIAL, 1; Trichoepithelioma, Multiple Familial, type 1; human disease; multiple familial trichoepithelioma
WD	Q56013710	17q11.2 microduplication syndrome	17q11.2 microduplication syndrome; 17q11.2 microduplication syndrome is characterized by dysmorphic features and intellectual deficit.; Dup(17)(q11.2); Grisart-DestrC)e syndrome; Grisart-Destrée syndrome; Trisomy 17q11.2
WD	Q4676574	acroyoga	acro yoga; acroyoga; mix of acrobatics, yoga and therapeutics; partner acrobatics
WD	Q10889880	congestive prostatitis	congestive prostatitis
WD	Q1353790	felching	felching; when semen or other fluids are sucked from the anus
WD	Q3851642	breast tuberculosis	breast tuberculosis; extrapulmonary tuberculosis that is located in breast
WD	Q135192627	delusional mood	delusional mood
WD	Q5638589	Hagemoser–Weinstein–Bresnick syndrome	Hagemoser–Weinstein–Bresnick syndrome; medical condition
WD	Q473739	chorioamnionitis	chorioamnionitis; fetal membrane inflammation; fetal membraneitis; intra-amniotic infection; intra-amniotic inflammation; intraamniotic infection; placenta disease that is an inflammation of the fetal membranes (amnion and chorion) due to a bacterial infection
WD	Q28835905	late sequelae	late sequelae
WD	Q3798215	body adiposity index	BAI; body adiposity index; method of estimating the amount of human body fat
WD	Q7303131	rectal discharge	intermittent or continuous expression of liquid from the anus; rectal discharge
WD	Q548070	lobular neoplasia	Human disease; LIN; LN; Lobular Intraepithelial Neoplasia; Lobular Neoplasia; lobular carcinoma in situ; lobular intraepithelial neoplasia; lobular neoplasia
WD	Q167894	zazen	Sitting Meditation in Zen Buddhism; zazen; zen meditation
WD	Q12031666	cryptosporidiosis in birds	cryptosporidiosis in birds
WD	Q5596833	Granulomatous prostatitis	Granulomatous prostatitis; medical condition
WD	Q121608356	Hyperplasia of midface	Hyperplasia of midface; medical condition
WD	Q47461585	Pai syndrome	CLEFT, MEDIAN, OF UPPER LIP WITH POLYPS OF FACIAL SKIN AND NASAL MUCOSA; Median cleft of the upper lip-corpus callosum lipoma-cutaneous polyps syndrome; Median cleft of upper lip with polyps of facial skin and nasal mucosa; Pai Syndrome; Pai syndrome
WD	Q545403	hh blood group	Bombay phenotype; Hh/Bombay antigen system; Rare blood group first found in Bombay(1982); hh blood group
WD	Q1305428	photopsia	flashes of light; photopsia; photopsy
WD	Q2600153	Yersinia enterocolitica yersiniosis	Yersinia enterocolitica yersiniosis
WD	Q5270134	Diabetic dermopathy	Diabetic dermopathy; medical condition
WD	Q4818237	Attenuated familial adenomatous polyposis	AAPC; AFAP; Attenuated Adenomatous Polyposis Coli; Attenuated FAP; Attenuated Familial Adenomatous Polyposis; Attenuated familial adenomatous polyposis; Attenuated familial polyposis coli; HFAS; Hereditary Flat Adenoma Syndrome; Human disease; flat adenoma syndrome; obsolete flat adenoma syndrome
